Image,Description
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5350/SA10-21SURKWA.jpg,"DISPLAY 7-SEG 1"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4995/SC10-21SURKWA.jpg,"DISPLAY 7-SEG 1"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2235/HDSP-301E.JPG,"DISPLAY 7-SEG 0.3"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/945/5082-7653.JPG,"DISPLAY 7SEG 0.43"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2753/BA56-12SURKWA.jpg,"DISPLAY 7SEG 0.56"" TRP RED 12DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6311/DA56-51QBWAD.jpg,"DISPLAY 7SEG 0.56"" DBL BLU 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4056/HDSM-281C.jpg,"DISPLAY 7SEG 0.28"" SGL BLU 12SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/532/HDSM-281B.JPG,"DISPLAY 7SEG 0.28"" SGL BLU 12SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/517/ACDA02-41SURKWA-F01.jpg,"DISPLAY 7-SEG 0.2"" DBL RED 20SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/533/ACDA03-41SGWA-F01.jpg,"DISPLAY 7SEG 0.3"" DBL GRN 20SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1056/5082-7651.JPG,"DISPLAY 7SEG 0.43"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/413/HDSM-443C.JPG,"DISPLAY 7SEG 0.39"" DBL RED 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4010/HDSP-A27C.jpg,"DISP 14SEG 0.54"" DBL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4064/HDSP-A22C.jpg,"DISP 14SEG 0.54"" DBL RED 18DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/404/HDSM-431W.JPG,"DISPLAY 7SEG 0.39"" SGL WHT 10SMD"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/501/LDQ-M514RI.JPG,"DISP 7SEG 0.56"" QUAD RED 12DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2509/INND-TS30RAB.jpg,"DISPLAY 7-SEG 0.3"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/40/INND-TS40-Series.JPG,"DISPLAY 7-SEG 0.4"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2252/INND-TS56YGAB.jpg,"DISPLAY 7SEG 0.56"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2252/INND-TS56YGAB.jpg,"DISP 7SEG 0.56"" SGL YLW-GN 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2509/INND-TS30RAB.jpg,"DISPLAY 7-SEG 0.3"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4362/MFG_WL-T7DS_0.39.jpg,WL-T7DS 7 SEGMENTS DISPLAY THT S
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1068/LSHD-A101.jpg,"DISPLAY 7-SEG 0.3"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/1086/LTS-4801JR.jpg,"DISPLAY 7SEG 0.39"" SGL RED 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/401/LTS-312AHR.JPG,"DISPLAY 7-SEG 0.3"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/528/LTS-315AHR.jpg,"DISPLAY 7-SEG 0.3"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/528/LTS-4910AHR.jpg,"DISPLAY 7-SEG 0.4"" SGL RED 14DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2252/INND-TS56YGAB.jpg,"DISPLAY 7SEG 0.56"" SGL BLU 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2252/INND-TS56YGAB.jpg,"DISPLAY 7SEG 0.56"" SGL BLU 10DIP"
https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/40/INND-TS40-Series.JPG,"DISPLAY 7SEG 0.3"" SGL BLUE 10DIP"
